"pris","vej","vejnr","postnr","by","kvmpris","størrelse","mdudg","grund","værelser","liggetid","opført"
"1.795.000 kr.","engvej","5","6300","graasten","6.546","264","2.133","786","6","12 dag","1950"
"2.795.000 kr.","bakkedraget","49","6040","egtved","15.899","169","2.473","853","5","12 dag","2007"
"2.395.000 kr.","poppel-alle","109","7500","holstebro","14.117","164","2.151","750","6","12 dag","1963"
"6.200.000 kr.","marievej","9","2970","hoersholm","36.861","173","5.646","850","5","12 dag","1976"
"4.195.000 kr.","anemonevej","262","8700","horsens","18.219","214","2.481","1.324","6","12 dag","2002"
"1.595.000 kr.","marie-bregendahls-vej","44","7430","ikast","11.100","132","2.517","776","4","12 dag","1978"
"1.598.000 kr.",NA,NA,NA,NA,"9.028","172","2.464","2.042","7","12 dag","1975"
"1.775.000 kr.","leharsvej","39","7500","holstebro","12.158","142","2.477","944","4","12 dag","1977"
"865.000 kr.","roegindvej","6","6950","ringkoebing","3.156","213","2.122","5.644","4","12 dag","1939"
"2.495.000 kr.","hoejholt","17","8883","gjern","10.869","230","2.821","1.013","7","12 dag","1973"
"1.695.000 kr.","edisonsvej","11","8700","horsens","13.341","102","2.045","549","4","12 dag","1928"
"1.715.000 kr.","gefionsvej","6","8981","spentrup","10.636","151","2.294","930","5","12 dag","1980"
"4.495.000 kr.",NA,NA,NA,NA,"22.024","202","4.280","950","6","12 dag","2007"
"7.750.000 kr.","parkvej","2","3400","hilleroed","29.356","220","4.423","561","7","12 dag","1939"
"1.995.000 kr.","torvet","16","4930","maribo","14.877","136","1.885","208","3","12 dag","1852"
"4.700.000 kr.","johannesburg-alle","23","2770","kastrup","30.519","150","4.061","600","7","12 dag","1982"
"875.000 kr.","praestbrovej","355","7950","erslev","3.781","206","1.420","1.086","7","12 dag","1956"
"5.995.000 kr.","vestkaers-alle","18","2650","hvidovre","36.723","125","5.346","873","5","13 dag","1935"
"695.000 kr.","mariagervej","425","8981","spentrup","3.263","217","1.762","1.959","6","13 dag","1902"
"2.435.000 kr.","ageren","23","4700","naestved","15.008","155","2.725","857","5","13 dag","1979"
"995.000 kr.",NA,NA,NA,NA,"8.652","110","1.558","700","4","13 dag","1966"
"22.950.000 kr.","rungstedvej","109","2960","rungsted","63.972","291","11.878","1.576","9","13 dag","1928"
"1.475.000 kr.","forumvej","40","6800","varde","12.031","110","1.971","929","3","13 dag","1970"
"1.425.000 kr.","glentevej","1","4591","foellenslev","10.000","129","2.224","1.264","4","13 dag","2005"
"995.000 kr.","mosevej","18","6340","krusaa","6.544","148","1.423","1.200","4","13 dag","1955"
"1.995.000 kr.","hoejtoften","12","4050","skibby","14.562","130","3.142","805","4","13 dag","1966"
"8.495.000 kr.","borrekrattet","21","2800","kongens","62.440","115","6.392","726","5","13 dag","1944"
"4.700.000 kr.","slangerup-overdrev","5","3550","slangerup","17.702","250","3.686","1.777","6","13 dag","1877"
"19.995.000 kr.",NA,NA,NA,NA,"66.683","296","10.295","1.181","10","13 dag","1921"
"7.800.000 kr.","balagervej","22","8260","viby","27.620","228","4.067","910","6","13 dag","1925"
"4.995.000 kr.",NA,NA,NA,NA,"39.643","84","3.634","461","3","13 dag","1926"
"1.995.000 kr.","hasselvej","4","6500","vojens","9.377","206","2.187","837","6","13 dag","1969"
"1.495.000 kr.","tystrupvej","12","4250","fuglebjerg","9.432","160","3.399","7.677","5","13 dag","1760"
"17.995.000 kr.","tagestorp","9","2820","gentofte","68.331","223","9.599","847","10","13 dag","1962"
"3.975.000 kr.","groennevaenget","21","5700","svendborg","28.495","130","3.708","988","6","13 dag","1986"
"9.250.000 kr.","birgitte-goeyes-vej","4","2960","rungsted","44.751","156","6.372","856","5","13 dag","1977"
"1.095.000 kr.","oestervang","32","8654","bryrup","9.497","79","2.117","1.262","2","13 dag","1938"
"2.495.000 kr.","goertlervej","10","9300","saeby","12.082","199","2.288","988","5","13 dag","1971"
"3.798.000 kr.","bavnebjerg","5","6720","fanoe","16.665","219","3.107","1.068","4","13 dag","1981"
"6.195.000 kr.","lykkensminde","5","9900","frederikshavn","27.064","199","4.144","800","5","13 dag","2010"
"3.695.000 kr.","poppeltoften","20","8361","hasselager","19.691","162","3.177","1.167","5","13 dag","1952"
"5.495.000 kr.",NA,NA,NA,NA,"31.837","158","4.509","600","8","13 dag","1964"
"11.600.000 kr.","alleen","52","8660","skanderborg","61.637","170","5.960","857","6","13 dag","1992"
"2.695.000 kr.","fruergaardsvej","1","6920","videbaek","10.667","177","2.715","27.580","5","13 dag","1943"
"2.895.000 kr.","svendborgvej","16","5772","kvaerndrup","9.764","252","2.574","1.112","8","13 dag","1935"
"1.795.000 kr.",NA,NA,NA,NA,"7.045","225","2.932","1.170","7","13 dag","1977"
"2.245.000 kr.","tilst-vestervej","49","8381","tilst","19.066","85","2.743","985","3","13 dag","1947"
"545.000 kr.","erantisvej","1","9850","hirtshals","4.504","116","1.319","732","4","13 dag","1974"
"3.695.000 kr.","gl-slotsvej","8","5500","middelfart","16.051","206","3.245","3.670","7","13 dag","1963"
"7.495.000 kr.","hejrebakken","47","3500","vaerloese","43.474","183","4.941","750","6","13 dag","1964"
"2.750.000 kr.",NA,NA,NA,NA,"8.871","310","2.697","3.943","15","13 dag","1996"
"8.995.000 kr.","pallesvej","1","2300","koebenhavn","57.366","122","5.794","451","5","13 dag","1955"
"11.000.000 kr.",NA,NA,NA,NA,"84.746","109","2.470","116","5","13 dag","1905"
"629.000 kr.","flaeskedalsvej","1","3760","gudhjem","2.685","120","1.484","3.786","5","13 dag","1922"
"975.000 kr.","vibevej","12","6880","tarm","7.803","116","1.583","767","4","13 dag","1968"
"1.395.000 kr.","praestemarken","32","8653","them","10.856","115","2.306","968","4","13 dag","1976"
"1.595.000 kr.","porsborgvej","78","9530","stoevring","9.667","139","1.992","1.525","5","13 dag","1953"
"635.000 kr.","smedestraede","5","4850","stubbekoebing","5.632","96","1.542","791","4","13 dag","1850"
"1.645.000 kr.","sandagervej","8","4100","ringsted","13.777","117","2.892","700","4","13 dag","1969"
"1.425.000 kr.","engvej","8","6840","oksboel","9.500","140","2.175","1.586","5","13 dag","1971"
"895.000 kr.","nydamsvej","20","5560","aarup","5.859","106","1.600","2.346","5","13 dag","1885"
"5.798.000 kr.","agrivej","13","8240","risskov","36.930","152","4.358","850","5","13 dag","1957"
"15.995.000 kr.","tesdorpfsvej","92","2000","frederiksberg","81.337","170","8.117","575","6","13 dag","1938"
"2.845.000 kr.","wandallsvaenge","46","5700","svendborg","18.355","158","2.453","820","5","13 dag","1973"
"780.000 kr.","oestergade","4","9670","loegstoer","6.596","110","1.192","275","4","13 dag","1900"
"2.995.000 kr.","gasvaerksvej","6","3250","gilleleje","32.204","90","2.525","360","3","13 dag","1923"
"4.398.000 kr.","oensbaekvej","7","8541","skoedstrup","34.359","120","2.962","810","4","13 dag","1967"
"4.250.000 kr.","guldbergsgade","8","8600","silkeborg","22.368","150","3.115","562","5","13 dag","1909"
"2.595.000 kr.","fuglevaenget","35","8543","hornslet","18.275","138","3.035","1.029","4","13 dag","1977"
"1.495.000 kr.","elmevej","4","9560","hadsund","8.722","136","2.313","858","5","13 dag","1940"
"7.495.000 kr.","riskaer","9","2765","smoerum","49.309","152","3.757","1.443","5","13 dag","1967"
"2.095.000 kr.","anhoej","36","8700","horsens","18.217","97","2.474","1.236","4","13 dag","2006"
"5.995.000 kr.","soebaekvej","45","4600","koege","28.332","192","1.944","751","5","13 dag","2019"
"1.895.000 kr.","bondesager","14","4220","korsoer","13.378","128","2.495","1.026","4","13 dag","1976"
"875.000 kr.","soendervej","6","7950","erslev","4.649","165","1.411","588","6","13 dag","1913"
"17.800.000 kr.","stakkeledet","72","2970","hoersholm","71.861","200","5.380","1.000","6","13 dag","2021"
"1.595.000 kr.","hoerup-bygade","7","6470","sydals","10.350","150","1.100","603","4","13 dag","1898"
"3.195.000 kr.",NA,NA,NA,NA,"29.583","108","3.268","1.052","4","13 dag","1989"
"3.695.000 kr.","kogsboellevej","17","5800","nyborg","12.538","292","3.255","2.870","6","13 dag","1897"
"1.075.000 kr.","strammelse-gade","3","5700","svendborg","7.176","137","1.934","1.705","5","13 dag","1920"
"3.695.000 kr.","kongsager","11","2620","albertslund","28.314","123","4.779","872","4","13 dag","1966"
"1.195.000 kr.","skippingevej","26","4460","snertinge","10.795","101","2.023","1.019","3","13 dag","1964"
"5.500.000 kr.","naerumhusvej","9","2850","naerum","50.505","104","6.283","1.152","5","13 dag","1955"
"1.495.000 kr.","holmegaardsvej","21","4684","holmegaard","10.261","118","2.419","827","3","13 dag","1940"
"1.995.000 kr.","landevejen","59","4684","holmegaard","9.446","183","3.140","16.224","7","13 dag","1896"
"698.000 kr.","herredsvej","5","8723","loesning","5.402","102","1.404","701","4","13 dag","1960"
"395.000 kr.","skovvej","2","5492","vissenbjerg","3.442","111","1.455","615","4","13 dag","1962"
"13.000.000 kr.","raadhusvej","61","2920","charlottenlund","47.970","224","7.765","794","7","13 dag","1914"
"295.000 kr.","udstolpe-byvej","9","4990","sakskoebing","2.080","112","1.341","997","5","13 dag","1890"
"4.695.000 kr.","mejeribakken","34","4300","holbaek","24.440","181","3.188","8.443","7","13 dag","2004"
"5.250.000 kr.","plantagevej","13","3480","fredensborg","26.462","183","4.096","1.050","4","13 dag","1954"
"995.000 kr.","parkvej","30","9700","broenderslev","6.344","143","1.600","1.095","3","13 dag","1930"
"2.145.000 kr.","sandbjergvej","26","4400","kalundborg","12.064","127","2.068","702","5","13 dag","1974"
"3.195.000 kr.","strandklit","5","9990","skagen","29.032","110","2.239","725","3","13 dag","2014"
"2.495.000 kr.","purupvej","9","8752","oestbirk","4.370","241","3.913","15.000","8","13 dag","1900"
"1.040.000 kr.","holmager","8","4520","svinninge","11.135","91","1.711","787","3","13 dag","1971"
"1.295.000 kr.","agnesvej","14","5800","nyborg","8.990","88","2.629","789","3","13 dag","1962"
"8.195.000 kr.","gammelgang","15","2300","koebenhavn","59.384","138","3.749","305","4","13 dag","2019"
"1.695.000 kr.","brogade","27","3782","klemensker","6.737","219","2.380","2.417","7","13 dag","1926"
"3.995.000 kr.","septembervej","179","2860","soeborg","43.542","86","3.561","645","3","13 dag","1940"
"4.495.000 kr.","ormslevvej","241","8260","viby","26.410","114","2.845","394","4","13 dag","2006"
"1.298.000 kr.","hejmdals-alle","48","6705","esbjerg","13.111","97","2.049","789","3","13 dag","1957"
"1.495.000 kr.","roennebaervej","15","4540","faarevejle","12.140","115","1.887","726","4","13 dag","1973"
"9.495.000 kr.","damtofte-soendre-straede","11","2920","charlottenlund","71.391","133","4.227","652","3","13 dag","1840"
"13.995.000 kr.",NA,NA,NA,NA,"88.464","134","9.310","975","5","13 dag","1952"
"12.995.000 kr.",NA,NA,NA,NA,"30.940","379","4.142","10.701","12","13 dag","1887"
"2.698.000 kr.","krogsgaardsvej","1","6731","tjaereborg","10.220","265","2.235","4.246","5","13 dag","1954"
"3.695.000 kr.","boegesvinget","4","9430","vadum","21.577","155","3.066","772","4","13 dag","2020"
"1.845.000 kr.","henrik-lunds-vej","28","7800","skive","9.413","165","1.818","595","7","13 dag","1956"
"2.595.000 kr.","jacob-gades-vej","9","5500","middelfart","19.416","127","2.610","925","5","13 dag","1983"
"1.645.000 kr.","roedevej","3","7500","holstebro","9.038","166","2.253","681","5","13 dag","1959"
"6.750.000 kr.",NA,NA,NA,NA,"37.500","180","4.852","690","5","13 dag","2016"
"3.398.000 kr.","soekrogen","112","8300","odder","22.429","140","3.063","529","6","13 dag","1995"
"2.895.000 kr.","kildevaenget","13","5700","svendborg","20.111","123","2.406","539","3","13 dag","1958"
"1.985.000 kr.","hesselhaven","55","4230","skaelskoer","15.918","116","2.235","427","4","13 dag","2003"
"2.150.000 kr.","chr-winthers-vej","27","7500","holstebro","13.350","141","1.971","700","6","13 dag","1961"
"4.495.000 kr.",NA,NA,NA,NA,"17.930","205","3.879","666","6","13 dag","1934"
"2.650.000 kr.","roeddingevej","60","4780","stege","10.122","261","3.958","14.134","7","13 dag","1900"
"998.000 kr.","kastanievej","3","9300","saeby","6.404","134","1.872","1.000","5","13 dag","1955"
"1.425.000 kr.","loevstien","4","7441","bording","12.133","113","1.476","412","4","13 dag","1941"
"845.000 kr.","vilstedvej","92","9670","loegstoer","5.652","137","1.209","752","5","13 dag","1965"
"1.445.000 kr.","krimpendam","8","7500","holstebro","10.108","143","1.991","785","6","13 dag","1962"
"245.000 kr.","lindevej","23","6630","roedding","825","297","2.207","1.882","10","13 dag","1888"
"1.995.000 kr.","alroevej","37","8300","odder","10.437","147","2.785","1.653","4","13 dag","1960"
"2.498.000 kr.","skoletoften","11","8420","knebel","10.800","188","2.569","896","8","13 dag","1966"
"3.495.000 kr.","kongevejen","32","3480","fredensborg","23.292","127","3.793","779","6","13 dag","1959"
"2.395.000 kr.",NA,NA,NA,NA,"16.215","131","2.581","2.265","3","13 dag","1994"
"2.995.000 kr.",NA,NA,NA,NA,"28.268","83","2.566","370","5","13 dag","1931"
"1.595.000 kr.",NA,NA,NA,NA,"9.062","164","2.489","810","5","13 dag","1972"
"2.245.000 kr.","tjoernevej","11","7500","holstebro","15.148","145","2.445","810","6","13 dag","1978"
"4.395.000 kr.","elrovej","30","8920","randers","22.481","187","3.492","816","5","13 dag","2020"
"1.750.000 kr.","valnoeddevej","36","3630","jaegerspris","14.182","122","2.855","831","4","13 dag","1962"
"3.995.000 kr.","moellegaardsparken","18","8355","solbjerg","24.737","130","2.940","1.049","4","13 dag","1972"
"5.250.000 kr.","krogagervej","3","2605","broendby","38.731","131","3.592","797","5","13 dag","1984"
"24.000.000 kr.",NA,NA,NA,NA,"92.521","269","12.841","1.304","9","13 dag","1931"
"7.475.000 kr.","valdemarsvej","42","2960","rungsted","44.627","141","5.733","684","4","13 dag","1936"
"4.495.000 kr.","kagsbro","9","2700","broenshoej","28.431","125","5.309","401","6","13 dag","1951"
"4.945.000 kr.","jens-ussings-vej","4","7100","vejle","25.294","190","3.481","1.006","6","13 dag","2019"
"2.795.000 kr.","lunavej","3","8600","silkeborg","16.184","179","1.859","709","7","13 dag","2008"
"5.495.000 kr.",NA,NA,NA,NA,"30.410","184","4.718","1.000","7","13 dag","2003"
"1.159.000 kr.","boegeholtvej","7","4943","torrig","4.890","144","1.329","2.605","4","13 dag","1924"
"1.695.000 kr.","bakkeboellevej","42","4760","vordingborg","10.971","124","1.760","728","5","13 dag","1935"
"2.995.000 kr.","sportsvej","10","4040","jyllinge","15.395","146","4.137","980","5","13 dag","1973"
"2.795.000 kr.","lysholmparken","60","4320","lejre","16.179","170","3.314","754","5","13 dag","1972"
"1.495.000 kr.","oestparken","68","5220","odense","14.410","95","1.885","716","4","13 dag","1967"
"5.600.000 kr.","virumgade","36","2830","virum","57.143","96","4.522","384","5","13 dag","1880"
"3.550.000 kr.","almuevej","21","8660","skanderborg","28.629","120","2.794","1.020","4","13 dag","2001"
"895.000 kr.","allegade","2","9490","pandrup","5.756","156","1.425","498","8","13 dag","1917"
"1.195.000 kr.","havevaenget","12","9490","pandrup","10.170","105","1.417","747","3","13 dag","1965"
"2.398.000 kr.","thulevej","25","6715","esbjerg","14.385","153","2.602","918","5","13 dag","1976"
"495.000 kr.","varnaesvigvej","19","6200","aabenraa","3.362","99","1.272","875","3","13 dag","1963"
"10.000.000 kr.","soenderengen","30","2870","dyssegaard","49.140","182","5.239","715","6","13 dag","1964"
"2.775.000 kr.","smetanasvej","12","9200","aalborg","11.567","208","2.964","835","7","13 dag","1966"
"8.500.000 kr.","fjordvaenget","6","4000","roskilde","42.854","193","6.822","992","5","13 dag","1916"
"14.995.000 kr.","gustav-johannsens-vej","12","2000","frederiksberg","52.504","234","7.496","859","7","13 dag","1929"
"4.250.000 kr.","jernbane-alle","49","3060","espergaerde","34.137","122","4.264","858","5","13 dag","1961"
"1.695.000 kr.","braendgaardvej","16","7620","lemvig","10.104","159","1.263","802","3","13 dag","1935"
"945.000 kr.","rugaardsvej","150","5463","harndrup","8.591","95","1.353","867","4","13 dag","1877"
"5.495.000 kr.","moellemosen","107","2760","maaloev","30.733","150","6.131","867","5","13 dag","1979"
"1.295.000 kr.","vaerumvej","2","8370","hadsten","5.638","219","2.718","1.821","4","13 dag","1760"
"2.895.000 kr.","udsigten","3","5560","aarup","13.114","208","2.314","932","7","13 dag","1975"
"945.000 kr.","ringstedvej","62","4370","store","9.380","96","1.465","702","4","13 dag","1964"
"2.495.000 kr.","grinden","45","8960","randers","19.492","124","2.409","151","4","13 dag","2020"
"7.750.000 kr.","blangstedgaardsvej","115","5220","odense","36.626","172","1.954","1.230","6","13 dag","1827"
"2.795.000 kr.","fjordparken","228","8700","horsens","16.049","170","2.829","996","6","13 dag","1975"
"1.795.000 kr.","agerledet","3","4600","koege","12.877","119","2.693","788","3","13 dag","1961"
"2.945.000 kr.","raevdalslunden","20","9330","dronninglund","14.799","199","2.132","902","6","13 dag","2007"
"5.498.000 kr.","helenelyst","63","8220","brabrand","29.799","180","3.676","735","5","13 dag","2006"
"3.795.000 kr.","solvej","11","2750","ballerup","19.114","158","4.206","958","5","13 dag","1936"
"2.995.000 kr.","gartnerhaven","14","4390","vipperoed","19.199","156","3.750","875","6","13 dag","2003"
"5.295.000 kr.","helenestien","7","3500","vaerloese","43.942","116","4.465","757","4","13 dag","1961"
"1.150.000 kr.","ernavej","11","7000","fredericia","10.932","73","1.923","477","3","13 dag","1946"
"1.195.000 kr.","frederiksensvej","5","4780","stege","10.446","86","1.626","668","3","13 dag","1943"
"2.195.000 kr.","skjoldborgsvej","6","5270","odense","18.445","113","2.170","646","3","13 dag","1965"
"1.245.000 kr.","skovholmvej","7","4733","tappernoeje","12.582","90","1.924","706","3","13 dag","1961"
"2.995.000 kr.","birkelyst","133","7430","ikast","20.340","137","2.522","1.142","5","13 dag","2020"
"895.000 kr.","carl-moes-vej","7","7673","harbooere","5.042","170","1.697","779","5","13 dag","1970"
"3.495.000 kr.","kongebrovej","17","4320","lejre","19.514","150","3.151","832","3","13 dag","1953"
"5.795.000 kr.","sejlingkrogen","1","8600","silkeborg","21.404","255","2.768","1.367","7","13 dag","2007"
